機關代碼,名稱,地址,電話,成立日期
379120000J,臺北市國立成功大學校友會,臺北市中正區忠孝東路一段85-4號13樓,2396-5043.2396-5044,781029
379120000J,台北市私立東吳大學校友會,臺北市士林區臨溪路70號,2881-9471轉5952或2331,790317
379120000J,臺北市臺中高工校友會,臺北市中山區中山北路二段46號4樓之5,935334260,790902
379120000J,台北市國立台南高級工業職業學校校友會,臺北市大安區安和路一段21巷10號1樓,29955924,800123
379120000J,臺北市立大安高級工業職業學校校友會,臺北市大安區復興南路二段52號,2709-1630分機2107,800120
379120000J,台北市國立彰化師範大學附屬高級工業職業學校校友會,臺北市大安區忠孝東路三段212號2樓,955677255,800317
379120000J,台北市私立衛理女子高級中學校友會,臺北市士林區至善路二段321號,0972-712-750,800413
379120000J,國立臺北商業大學台北市校友會,臺北市中正區濟南路一段321號,2362-5368,800629
379120000J,台北市中央警察大學校友會,臺北市大安區潮州街91-4號,2351-5681,800626
379120000J,台北市私立靜宜大學校友會,臺北市大安區敦化南路二段98號17樓,2705-3211,801116
379120000J,台北市國立嘉義大學校友會,臺北市大安區復興南路一段390號10樓之6,0928-613-884,801124
379120000J,臺北市國立臺南大學(南師)校友會,臺北市松山區新中街52號,23753225,801201
379120000J,台北市國立彰化師範大學校友會,臺北市萬華區東園街73巷66號5樓之2,25587042分機610,811003
379120000J,台北嘉南藥理大學校友會,臺北市中山區龍江路342巷47號4樓,2789-2200,820829
379120000J,台北市國立彰化高級中學校友會,臺北市松山區南京東路四段186-1號6樓,2301-8127,821212
379120000J,臺北市私立大同大學校友會,臺北市中山區中山北路三段40號,2596-9573,830327
379120000J,台北市國立台灣海洋大學校友會,臺北市中山區長安東路二段108號6樓之605,27470006分機162,830116
379120000J,台北市國立臺灣大學校友會,臺北市中正區濟南路一段2-1號,2396-6030,830626
379120000J,台北彰商校友會,臺北市大同區西寧北路70-1號6樓,2559-9550,830430
379120000J,台北市國立台南高級商業職業學校校友會,臺北市士林區通河街85號1樓,8219-1826,830807
379120000J,台北清華校友會,臺北市中正區羅斯福路一段7號7樓之1,2511-8428分機210,830813
379120000J,台北市私立輔仁大學校友會,臺北市松山區敦化北路214號3樓,2731-5100分機106,831120
379120000J,台北市正修科技大學校友會,臺北市大同區民族西路225巷42號,2766-3872,831217
379120000J,台北市真理大學校友會,臺北市大同區民權西路136號9樓之6,27034131,840507
379120000J,台北市國立台中教育大學旅北校友會,臺北市大安區羅斯福路三段335號9樓之2,2228-9070分機222,840617
379120000J,台北市國立後壁高級中學校友會,臺北市北投區石牌路二段201號,2504-1425、0918693517(王小姐),840528
379120000J,台北市國立台灣師範大學校友會,臺北市大安區和平東路一段129-1號8樓,2939-41437734-1255,840624
379120000J,台北市私立中原大學校友會,臺北市信義區忠孝東路五段478號8樓,2974-0410,841216
379120000J,台北市美國紐約大學校友會,臺北市中正區忠孝東路一段76號10樓之1,2397-1307,850120
379120000J,台北市私立華興高級中學校友會,臺北市士林區仰德大道一段101號,2293-1560,850121
379120000J,台北市國立員林高級中學校友會,臺北市大安區仁愛路四段110號9樓之2,2311-0690,850616
379120000J,台北市銘傳大學校友會,臺北市士林區中山北路五段250號,2872-6167,850713
379120000J,台北市大同區大龍國民小學校友會,臺北市大同區哈密街47號3樓,2594-2635轉102,850901
379120000J,臺北市私立靜修高級中學校友會,臺北市大同區寧夏路59號,2557-4345轉608,851224
379120000J,台北市國立空中大學校友會,臺北市大安區光復南路102號13樓,2769-0597,860112
379120000J,台北市中央軍事院校校友會,臺北市士林區福國路65號2樓,8866-6777,860608
379120000J,台北市立南港高級工業職業學校校友會,臺北市信義區永吉路225巷3弄39號,2726-7127,860525
379120000J,台北市淡江大學校友會,臺北市中山區撫順街35號3樓,2514-0635,860817
379120000J,台北市國立煙台聯合中學校友會,臺北市大安區安和路二段195號3樓,8626-1590,860830
379120000J,台北市私立復興中小學校友會,臺北市大安區敦化南路一段262號,2771-5859轉131,861108
379120000J,臺北市立教育大學校友會,臺北市中正區愛國西路1號,2311-3040轉8641,861206
379120000J,台北市立金華國民中學校友會,臺北市大安區新生南路二段32號,2700-3663,861206
379120000J,台北市聖約翰科技大學校友會,臺北市中山區長春路40號12樓之1,2736-8615,870425
379120000J,台北市國立嘉義師範學院校友會,新北市新店區明德路52號3樓,0938-328588,870517
379120000J,台北市松山區松山國民小學校友會,臺北市信義區松隆路125號7樓,0937-878468,870524
379120000J,台北市台南一中校友會,臺北市大安區信義路三段153號8樓,3366-4963,871118
379120000J,台北市國立北京大學校友會,臺北市大安區和平東路二段175巷5弄18號,2341-1999,871217
379120000J,臺北市廣東國民大學校友會,臺北市大安區溫州街91號3樓,2362-1469,880410
379120000J,台北市中國醫藥學院校友會,臺北市萬華區廣州街32號8樓,2302-9339,880829
379120000J,台北市留日同學會,臺北市大安區忠孝東路四段197號14樓,2311-7570,881206
379120000J,臺北市私立靜心高中校友會,臺北市文山區興隆路二段46號,2932-3118轉20,890116
379120000J,臺北市立景美女子高級中學校友會,臺北市文山區木新路三段312號,2936-8847分機203,890416
379120000J,台北市立成淵高級中學校友會,臺北市大同區承德路二段235號,2553-1969轉103,890525
379120000J,台北市國立台北大學校友會,臺北市中山區合江街53號,2503-3481,890106
379120000J,台北市大仁科技大學校友會,臺北市北投區公館路236號,2985-6855、2984-6088,900805
379120000J,台北市立士林高級商業職業學校校友會,臺北市士林區士商路150號,2831-8611,901013
379120000J,台北市杜蘭大學工商校友會,臺北市中正區杭州南路一段11巷2-1號2樓,2546-6086,911109
379120000J,台北耶魯大學校友會,臺北市信義區吳興街284巷11-5號,2702-8178轉103,911214
379120000J,台北市立復興高級中學校友會,臺北市北投區復興四路70號,2891-4131轉702,921025
379120000J,台北市東海大學校友會,臺北市中山區中山北路二段93巷5號2樓,2876-8939,921115
379120000J,台北市曉明女子高級中學校友會,臺北市大安區和平東路二段221號1樓,25171070,930801
379120000J,台北市國立台北科技大學車輛工程系系友會,臺北市中正區羅斯福路三段84巷12弄19號4樓,2365-1196,931226
379120000J,台北市台南應用科技大學校友會,臺北市信義區松德路161號2樓之1,2258-8396,941120
379120000J,台北市中山醫學大學校友會,臺北市內湖區民權東路六段64號2樓,2391-1393,950108
379120000J,台北市美國賓州匹茲堡大學校友會,臺北市大安區復興南路二段133號6樓,2700-3663,930822
379120000J,臺北市國語實驗國民小學校友會,臺北市中正區南海路58號,2303-3555分機300,950429
379120000J,台灣大學工程科學及海洋工程學系系友會,臺北市大安區羅斯福路四段1號,3366-5792,950527
379120000J,台北市高雄中學校友會,臺北市松山區南京東路三段346號5樓,2327-8616,950817
379120000J,大同大學事業經營系系友會,臺北市中山區中山北路三段40號507樓之1,2788-07012788-5889,951216
379120000J,臺北市私立泰北高級中學校友會,臺北市士林區福林路240號,2882-5560,960325
379120000J,臺北市立內湖高級工業職業學校校友會,臺北市內湖區內湖路一段520號,2657-4874轉323,960310
379120000J,臺北市立大理高級中學校友會,臺北市萬華區長順街2號,2302-6959轉121,970323
379120000J,臺北市國立中山大學校友會,臺北市中正區羅斯福路一段119巷9號2樓,2341-9720,970315
379120000J,臺北市南港區玉成國民小學校友會,臺北市南港區向陽路31號,2783-6049,970620
379120000J,臺北市大安國〈初〉中校友會,臺北市大安區大安路二段63號,2755-7131轉163,971108
379120000J,臺北市臺北城市科技大學資訊工程系系友會,臺北市北投區學園路2號,2892-7154轉8418,971213
379120000J,臺北市北台灣科學技術學院企管系系友會,臺北市北投區學園路2號,2892-7154轉7601,971223
379120000J,臺北市蓬萊國小校友會,臺北市大同區寧夏路35號,2556-9835轉620,971129
379120000J,臺北市國立高雄海洋科技大學校友會,臺北市松山區復興北路1號3樓,(03)3123946,980221
379120000J,臺北市中正國中校友會,臺北市中正區愛國東路158號,0982-625306,980821
379120000J,臺北市國立中正大學校友會,臺北市中正區許昌街17號10樓之2,2226-8370,990123
379120000J,台北市陸軍軍官學校校友會,臺北市萬華區莒光路146-1號4樓,921829180,990814
379120000J,西北大學校友會,臺北市南港區三重路19-2號6樓之1,2655-0051轉1167,1000122
379120000J,臺北市東方高級工商職業學校校友會,臺北市大安區信義路四段186巷8號,2755-4616,1000930
379120000J,臺北市懷生國小校友會,臺北市中山區安東街16巷2號,2771-0846轉510,1001119
379120000J,臺北市國立成功大學EMBA所友會,臺北市大安區忠孝東路四段166號12樓之1,2750-6611,1001124
379120000J,臺北市立大直高級中學校友會,臺北市中山區北安路420號,（02）2533-4017轉112,1001029
379120000J,臺北市國立臺北商業大學空中學院院友會,臺北市萬華區萬青街128號,(02)2332-2330,1010218
379120000J,台北市立永春高級中學校友會,臺北市信義區松山路654號,2727-2983,1010512
379120000J,臺北市環球科技大學校友會,臺北市文山區景華街21號1樓,2934-9828分機15,1010519
379120000J,臺北市大同區太平國民小學校友會,臺北市大同區延平北路二段222號,2553-2229轉810,1010602
379120000J,台北市國立斗六高級中學校友會,臺北市大同區重慶北路二段88號4樓之2,2555-9229,1011215
379120000J,臺北市立仁愛國民中學校友會,臺北市大安區仁愛路四段130號,2325-5823轉103,1011005
379120000J,臺北市僑光科技大學校友會,臺北市北投區中和街458巷24號,2896-2799,1011208
379120000J,國立政治大學財務管理學系系友會,臺北市文山區指南路二段64號,0981-591-062,1020504
379120000J,臺北市銘傳大學國際企業學系（所）系友會,臺北市士林區中山北路五段250號,2882-4564轉2898,1020622
379120000J,臺北市陽明山國民小學校友會,臺北市士林區仰德大道三段61號,2861-2323,1020924
379120000J,台北市陸軍專科學校校友會,臺北市信義區忠孝東路四段559巷16弄3號6樓,2664-8952,1030223
379120000J,臺北市國立陽明交通大學藥理學研究所所友會,臺北市北投區立農街二段155號4樓,2826-7141,1030525
379120000J,臺北市北投國小校友會,臺北市北投區崇仁路一段86號1樓,(02)2892-2543,1040704
379120000J,臺北市信義區永春國民小學校友會,臺北市信義區松山路225巷48號,2764-1314轉630,1041114
379120000J,臺北市信義區興雅國民小學校友會,臺北市信義區基隆路一段83巷9號,2761-8156轉100,1041205
379120000J,臺北市中興財金校友會,臺北市萬華區昆明街160巷1弄5樓之14,960551633,1060925
379120000J,臺北市建中1977同學會,臺北市大安區信義路四段296號8樓,2700-2499轉總機,1061021
379120000J,臺北市陽明中學校友會,臺北市士林區中正路510號,2831-6675轉180或150,1061104
379120000J,台北市中國醫藥大學藥學系系友會,臺北市大同區赤峰街4號1樓,0936-751-465,1061128
379120000J,中國醫藥大學藥學系台北市系友會,臺北市北投區榮華三路24巷1弄13號2樓,27945003分機306,1061209
379120000J,臺北市實踐大學校友會,臺北市中山區大直街70號,2426-8106分機215,1061209
379120000J,臺北市文山區木柵國民小學校友會,臺北市文山區木柵路三段85巷14弄14號,2939-1234*620,1061222
379120000J,臺北市石牌國小校友會,臺北市北投區自強街5巷10號,2826-2218或2823-5574,1070414
379120000J,臺北市私立東山高級中學校友會,臺北市文山區老泉街26巷3號,25080979,1070308
379120000J,臺北市立和平高級中學校友會,臺北市信義區崇德街59號7樓,2738-6430,1070827
379120000J,臺北市永樂國小校友會,臺北市大同區安西街112號,2559-3512,1071013
379120000J,台北市中國科技大學室內設計系系友會,臺北市文山區興隆路三段56號,932151172,1070906
379120000J,臺北市私立金甌女子高級中學校友會,臺北市大安區杭州南路二段1號,2321-4765*107,1071013
379120000J,台北市政大創業主班友好協會,臺北市中正區重慶南路三段2號,26686666,1080306
379120000J,臺北市國立臺灣師範大學體育學系系友會,臺北市大同區民族西路225巷3弄17號3樓,3765-3070,1080629
379120000J,台北市高雄醫學大學藥學系校友會,臺北市信義區忠孝東路五段510號6樓,2905-3911,1080914
379120000J,臺北市國防醫學院源遠校友會,臺北市大安區仁愛路四段112巷11號,8792-3100轉10968,1080602
379120000J,臺北市私立惇敘高級工商職業學校校友會,臺北市大同區南京西路167巷21號1樓,2891-2630分機1652,1090315
379120000J,臺北市長春國民小學校友會,臺北市中山區興安街78-11號1樓,2502-4366分機161,1090801
379120000J,臺北市立大同高級中學校友會-,臺北市松山區八德路三段2號6樓之5,,1090711
379120000J,臺北市私立稻江高級護理家事職業學校校友會,臺北市中山區新生北路三段55號,2595-5161分機409,1090328
379120000J,臺北市立松山高級工農職業學校校友會,臺北市信義區忠孝東路五段236巷15號,,1091120
379120000J,臺北市中國文化大學校友會,臺北市士林區華岡路55號菲華樓303室,,1091220
379120000J,國立臺灣師範大學高階經理人企業管理碩士在職專班（EMBA）校,臺北市大安區師大路31號1樓,0930-931-525,1100124
379120000J,臺北市天母國民小學校友會,臺北市士林區天玉街12號,28723336轉9403,1100416
379120000J,臺北市木柵高級工業職業學校校友會,臺北市文山區木柵路四段77號,22300506分機105或514,1111022
379120000J,台北市中山醫學大學牙醫校友會,臺北市士林區德行東路110號3樓,,1120416
379120000J,臺北市國立臺灣體育運動大學校友會,臺北市內湖區金龍路67巷1號4樓,2793-6364,1120704
379120000J,臺北市臺大閱人校友協會,臺北市萬華區西寧南路205-3號4樓,23120020,1121011
379120000J,中山醫學大學牙醫學系台北市校友會,臺北市中山區明水路581巷25號1樓,2501-0152,990627
379120000J,國立政治大學國際金融學院臺北市校友會,臺北市大安區金華街187號政大公企中心A棟401國際金,2341-9151,1130630
379120000J,臺北市立北投國民中學校友會,臺北市北投區溫泉路62號,2891-2091分機500,1140519
379120000J,台北市民眾服務社,臺北市中正區紹興北街5號5樓,2173-1287,500426
379120000J,台北市南港區民眾服務社,臺北市內湖區民權東路六段114號2樓,27924899,490806
379120000J,台北市中山區民眾服務社,臺北市中山區長春路5號,25670540,500507
379120000J,台北市松山區民眾服務社,臺北市松山區八德路四段319號3樓,27472100,790727
379120000J,台北市大安區民眾服務社,臺北市大安區和平東路三段63號4樓之1,23782180,500713
379120000J,台北市士林區民眾服務社,臺北市北投區中央南路一段108號6樓,28913112 28912513,560501
379120000J,台北市內湖區民眾服務社,臺北市內湖區民權東路六段114號2樓,02-27924899,580127
379120000J,台北市北投區民眾服務社,臺北市北投區中央南路一段108號6樓,28913112,470701
379120000J,台北市萬華區民眾服務社,臺北市中正區紹興北街25號6樓,02-23497930,790720
379120000J,台北市大同區民眾服務社,臺北市中山區長春路5號,25670540,790723
379120000J,台北市中正區民眾服務社,臺北市中正區中華路一段59號3樓之7,23434607,790724
379120000J,台北市信義區民眾服務社,臺北市松山區八德路四段319號3樓,27472100,790719
379120000J,台北市文山區民眾服務社,臺北市文山區木柵路一段184號,23782181,790728
379120000J,台北市社區綠化聯盟促進會,臺北市大安區忠孝東路三段218號5樓之1,27318214,881030
379120000J,臺北市華美環境保護協會,臺北市信義區松山路545號5樓,2362-2510,921219
379120000J,台北市環保再生創意協會,臺北市士林區中山北路五段519號2樓,2880-1928,940607
379120000J,臺北市生物科技環保綠化促進會,臺北市大安區仁愛路三段123巷11-3號4樓,29120169,960106
379120000J,台北市綠能協會,臺北市松山區民權東路三段166號8樓,932199218,980912
379120000J,臺北市綠能社區保護協會,臺北市松山區復興北路503號1樓,975017687,1000218
379120000J,臺北市內湖保護區守護聯盟,臺北市內湖區成功路四段324巷2弄2號1樓,2790-7019,1000807
379120000J,台北市北安劍南山環境保護協會,臺北市中山區北安路805巷42號3樓,2532-2425,1010317
379120000J,臺北市華江溼地守護聯盟,臺北市大同區重慶北路三段152巷12號,25811365,1030712
379120000J,台北市綠色行銷聯盟,臺北市信義區光復南路563號11樓,920197698,1040130
379120000J,臺北市好自然芳香協會,臺北市松山區光復南路32巷10號2樓,02-22398198,1041106
379120000J,臺北市環境保護促進協會,臺北市北投區洲美街5巷2弄4號,2828-5177,1050219
379120000J,臺北市內溝溪綠美化協會,臺北市內湖區康樂街136巷18弄30號2樓,26315509,1060909
379120000J,臺北市最美河川文化推廣協會,臺北市北投區育仁路16號3樓,983147793,1101226
379120000J,臺北市珍愛護生協會,臺北市中山區天祥路16巷15-1號1樓,25629123,1121119
379120000J,臺北市永續搖籃協會,臺北市松山區民權東路三段124-2號10樓,2545-8223分機13,1130524
379120000J,臺北市雲轉大安好生活協會,臺北市中正區延平南路70號3樓之2,,1050507
379120000J,臺北市雙北國際傑人會,臺北市士林區忠義街123巷3號1樓,0980-425908,1050629
379120000J,臺北市驅動文創體育關懷協會,臺北市萬華區昆明街178巷22號1樓,02-23758557,1050618
379120000J,臺北市蒲公英聽語協會,臺北市中山區長安東路一段65巷3號3樓,25519515,1050806
379120000J,台北市內湖永續發展協會,臺北市內湖區內湖路三段115巷2弄7號4樓,27908099,1050825
379120000J,台北市寶丁動物照護協會,臺北市內湖區東湖路113巷95弄170號2樓之2,2630-8755,1051128
379120000J,臺北市政策發展協進會,臺北市中山區民生東路一段58號7樓,27313303,1060318
379120000J,臺北市公道正義服務協會,臺北市中山區龍江路76巷21號1樓,2515-9296,1060513
379120000J,台北市青溪婦女協會,臺北市北投區公館路334巷10號1樓,28922200,1060430
379120000J,台北市台灣好心樂園慈善文教協會,臺北市萬華區長沙街二段104號2樓,23754258,1060527
379120000J,臺北市願景工作協會,臺北市松山區延壽街145號2樓,27563646,1060628
379120000J,臺北市社子島團結促進會,臺北市士林區延平北路六段208號,02-28101665,1060505
379120000J,台灣愛兒親師家長協會,臺北市北投區磺港路142號2樓,0935-843-095,1060604
379120000J,台北市流浪狗貓中途之家愛心媽媽協會,臺北市萬華區環河南路一段23號8樓之23,02-23023023,1061001
379120000J,台北市人本交通安全漫遊協會,臺北市北投區光明路78號1樓,02-28964865,1060826
379120000J,臺北市智慧生活發展協會,臺北市文山區育英街17巷9弄2-1號4樓,0908-368986,1061007
379120000J,臺北市食在好安心協會,臺北市松山區八德路四段423號1樓,27636593,1060912
379120000J,臺北市里長聯合總會,臺北市北投區復興三路521巷8號2樓,02-28972300,1061025
379120000J,台北市田園城市樂活協會,臺北市松山區新中街8巷5號1樓,2769-6560,1061125
379120000J,台灣國際扶輪青少年交換協會,臺北市士林區中社路二段91巷8號1樓,02-27566656,1061031
379120000J,臺北市都會原住民族生活促進教育發展協會,臺北市松山區復興北路207號6樓之3,918521809,1061217
379120000J,台北市美麗大直發展協會,臺北市中山區樂群二路189號9樓之2,8502-3338,1070214
379120000J,台北市印尼服務交流協會,臺北市中山區長安西路40巷10弄13號1樓,2769-8234,1070429
379120000J,臺北市九重葛協會,臺北市南港區忠孝東路六段156號2樓,8751-5715,1070519
379120000J,台北市伯特利流浪動物重生樂園協會,臺北市信義區松山路184號,2723-9639,1070625
379120000J,台北市港湖社區協會,臺北市大安區市民大道四段76號2樓,2736-2550,1070505
379120000J,臺北市兩岸姻緣交流協會,臺北市大安區忠孝東路四段169號11樓之1,23615389,1070702
379120000J,台北市都市危險及老舊建築物加速重建協會,臺北市大同區延平北路二段255號5樓之11,27865288,1070926
379120000J,臺北未來都會再生協會,臺北市中正區忠孝東路二段88號17樓,(02)8751-0590分機476,1080126
379120000J,臺北市友愛動物關懷協會,臺北市南港區重陽路72號,55556366,1080125
379120000J,臺北市萬新居民促進會,臺北市萬華區萬大路187巷1弄9號,052-23049324,1080120
379120000J,臺北市危老重建推動師協會(原：臺北市危老推動師協會)),臺北市中山區德惠街16號6樓,2302-1678,1080331
379120000J,臺北市日知文教協會,臺北市松山區八德路四段185號2樓,939832592,1080322
379120000J,臺北市文明人權服務協會,臺北市萬華區中華路二段504巷55號1樓,0988-222-570,1080322
379120000J,臺北市社子島居民權益促進會,臺北市士林區延平北路七段81號,2810-8739,1080317
379120000J,台北市新生活發展協會,臺北市信義區吳興街156巷2弄36號1樓,2377-0255,1070519
379120000J,臺北市愛動物教育協會,臺北市中山區長安東路二段169號2樓之1,277421255,1080408
379120000J,台北市國際友誼團1983中華台北協會,新北市板橋區金門街67巷16號,2682-8600,1070401
379120000J,臺北市青溪災防巡守協會,臺北市北投區公館路334巷10號,02-25976533,1071110
379120000J,臺北市花弄文化發展協會,臺北市北投區自強街120巷15弄7號1樓,932081139,1081228
379120000J,台北義消推廣發展協會,臺北市北投區石牌路二段75巷3號1樓,0935-689-348,1090417
379120000J,台北市城市安全守護協會,臺北市內湖區內湖路二段363號3樓,,1090609
379120000J,台北市獨立董事協會,臺北市中山區松江路77巷12號1樓,2597-4521*235,1090802
379120000J,台北市社子島監督開發協進會,臺北市士林區延平北路七段145巷10弄8號,,1090815
379120000J,台北市北投大道公文化協會,臺北市北投區磺港路78號1樓,2898-1002,1090828
379120000J,台北市北投洲美關渡平原發展促進會,臺北市北投區福美路211號13樓,2828-9798,1091106
379120000J,台北市陽明山古蹟聚落生態護育聯盟,臺北市文山區萬隆街38號1樓,987671673,1040524
379120000J,臺北市眾擎協會,臺北市內湖區成功路三段89號5樓,2792-1057,1
379120000J,臺北市青年共好發展協會,臺北市大安區仁愛路四段101號B2樓,27117275、27728118*500,1100410
379120000J,臺北市國泰名人社區停車位所有權人權益促進會,臺北市信義區永吉路354號12樓之4,,1100821
379120000J,臺北市華僑協會,臺北市信義區光復南路563號11樓,920197698,1100916
379120000J,台北市水上運動推廣協會,臺北市北投區翠嶺路19號,,1100903
379120000J,臺北市臺大資管促進發展協會,臺北市中山區八德路二段260號6樓,,1101120
379120000J,臺北市七葉樹協會,臺北市大同區延平北路一段83號13樓之3,02-29296651,1110609
379120000J,臺北市親子共享經濟教育推廣協會,新北市淡水區新市三路2段189號8樓,2596-0518,1110610
379120000J,台北市國際社區查經班協會,臺北市中山區松江路23號8樓,910057501,1110924
379120000J,臺北市新聞記者協會,臺北市信義區基隆路一段155號5樓,0918-012-983,1111010
379120000J,台北市富台眷村文化及社區發展協會,臺北市信義區虎林街242巷-64號1樓,,1120411
379120000J,臺北市詠鑫公共環境促進協會,臺北市士林區士東路308號3樓,02-2872-3253,1120701
379120000J,國際扶輪3481、3482、3501暨 3502多地區青少年交換協會,臺北市中正區衡陽路130號3樓,,1120618
379120000J,臺北市戴動台北發展協會,臺北市松山區南京東路四段11號6樓,,1130217
379120000J,台北市公寓大廈管理協會,臺北市士林區中山北路七段14巷82弄10號2樓,0917-223-699,1130229
379120000J,臺北市永續共融發展協會,臺北市大安區忠孝東路四段169號12樓之1,2775-1812,1130408
379120000J,臺北市橙真城市發展協會,臺北市內湖區內湖路三段115巷1弄20號1樓,,1130312
379120000J,台北市國民法官協會,臺北市松山區八德路四段656號4樓,910097909,1130303
379120000J,臺北市松信民主行動協會,臺北市大安區新生南路三段25巷1號2樓,0916-014-212,1130818
379120000J,台北開開門協會,臺北市內湖區內湖路三段66號,,1130907
379120000J,臺北市新龍都更權益促進發展協會,臺北市大安區信義路三段134巷57號5樓,0935601176馬,1130920
379120000J,臺北市立麗山高級中學退休及離職同仁聯誼協會,臺北市內湖區內湖路二段103巷113號11樓,,1130927
379120000J,台北市安松湖共好協會,臺北市南港區東新街89巷1弄19號1樓,,1131211
379120000J,台北市國樑文教經貿交流協會,臺北市中正區懷寧街76號,,1140320
379120000J,臺北市捍衛民主協會,臺北市士林區前港街68巷-3號,0988-215448,1140304
379120000J,臺北市商業會,臺北市中山區南京東路二段72號6樓,2542-6366轉17,350801
379120000J,台北市烹飪商業同業公會,臺北市中山區民權西路20號5樓之12,2521-9945,350415
379120000J,台北市電影戲劇商業同業公會,臺北市萬華區中華路一段196號9樓,2361-9116、2361-9115,350427
379120000J,臺北市旅館商業同業公會,臺北市中正區博愛路25號10樓之18,23899881,350518
379120000J,台北市煤炭商業同業公會,臺北市中正區紹興北街5號3樓,23928613,350527
379120000J,台北市五金商業同業公會,臺北市中山區中山北路二段185號11樓之Ｂ,2595-8461、2595-8481,350625
379120000J,台北市中藥商業同業公會,臺北市大同區民樂街52號3樓,2557-7545、2557-2977,350706
379120000J,台北市米穀商業同業公會,臺北市萬華區忠孝西路二段16巷1號3樓,2331-1802、2331-1801,350715
379120000J,台北市紙商業同業公會,臺北市萬華區峨眉街122號2樓之9,2293-7866,350720
379120000J,台北市魚類商業同業公會,臺北市萬華區萬大路531號,2301-0032,350725
379120000J,台北市西藥商業同業公會,臺北市大同區承德路一段8號6樓,25551890,350727
379120000J,台北市縫紉商業同業公會,臺北市大安區大安路一段2號3樓,27317626,350728
379120000J,台北市男子理燙髮商業同業公會,臺北市中山區南京東路三段19號11樓,2506-7778、2502-3991,350805
379120000J,台北市家具商業同業公會,臺北市大安區永康街75巷25號,2321-4868,350927
379120000J,臺北市木材商業同業公會,臺北市中山區復興北路486號3樓之4,2503-4581,351025
379120000J,台北市當舖商業同業公會,臺北市萬華區康定路206號5樓之3,23114057、23114058；2382-5996,360131
379120000J,台北市海運承攬運送商業同業公會,臺北市中山區建國北路二段90號7樓,2507-0366,750430
379120000J,台北市進出口商業同業公會,臺北市中山區松江路350號,2581-3521轉652,360614
379120000J,台北市租賃商業同業公會,臺北市中山區建國北路三段94號2樓,2504-3492,711220
379120000J,台北市攝影商業同業公會,臺北市內湖區金龍路71號1樓,29527388,361117
379120000J,臺北市電器商業同業公會,臺北市中山區松江路131號12樓,2506-4871轉23,361120
379120000J,台北市製麵商業同業公會,臺北市中正區西藏路18號4樓,2304-1544,361211
379120000J,台北市手工藝品商業同業公會,臺北市中正區忠孝西路一段102號11樓,2618-7104,361222
379120000J,台北市攝影器材商業同業公會,臺北市中正區博愛路60號6樓A左室,2381-8207、2381-7912,370311
379120000J,台北市刻印商業同業公會,臺北市中山區長春路4號1樓,25510738,370321
379120000J,臺北市金銀珠寶商業同業公會,臺北市大同區重慶北路二段183號2樓,25573261,370418
379120000J,台北市自行車商業同業公會,臺北市大安區和平東路二段181號4樓,27071596、27073561(自行車裝修,370430
379120000J,台北市銀行商業同業公會,臺北市中山區德惠街9號3樓,8596-2229轉2314,370501
379120000J,台北市鐵路承攬運送商業同業公會,臺北市中正區北平東路24號5樓之2,23926152,370825
379120000J,台北市石油商業同業公會,臺北市松山區民族東路675-1號1樓,03-386-0531,371006
379120000J,臺北市日用器皿商業同業公會,臺北市士林區社正路87巷27號1樓,2857-8585,371030
379120000J,台北市洗衣商業同業公會,臺北市中山區長春路131-1號2樓,25623606,371125
379120000J,台北市書畫裱褙商業同業公會,臺北市士林區文林路316號,29516781,371215
379120000J,台北市寢具商業同業公會,臺北市中山區農安街277號4樓之1,25032313,371218
379120000J,臺北市印刷商業同業公會,臺北市萬華區昆明街220號7樓,2388-1088,371223
379120000J,臺北市茶商業同業公會,臺北市大同區甘谷街24號6樓,2555-2962;2555-7598,380205
379120000J,台北市圖書教育用品商業同業公會,臺北市中山區德惠街20號3樓之1,25859837,380326
379120000J,台北市百貨商業同業公會,臺北市大同區甘谷街8號5樓,2559-2313,380330
379120000J,臺北市汽車材料商業同業公會,臺北市中正區北平東路24號5樓之6,2392-6150,380525
379120000J,台北市浴室三溫暖商業同業公會,新北市板橋區中山路1段50巷36號9樓之2,27763358、 89518758,381225
379120000J,台北市報業商業同業公會,新北市汐止區大同路1段369號,2308-6902,390125
379120000J,臺北市家畜肉類商業同業公會,臺北市中山區中山北路二段50巷15號3樓,2531-5632,390509
379120000J,台北市豆腐商業同業公會,臺北市萬華區武成街63巷5號,25554494;2307-2225,390703
379120000J,臺北市建築材料商業同業公會,臺北市中山區長春路67號8樓之1,2522-4490、2562-1199,400324
379120000J,台北市影片商業同業公會,臺北市萬華區中華路一段196號6樓,02-2331-4672；,400404
379120000J,臺北市布商業同業公會,臺北市大同區環河北路一段153號4樓,2559-5385、2555-6786,400502
379120000J,臺北市化工原料商業同業公會,臺北市中山區新生北路一段47巷21號3樓,2567-9545-6,400406
379120000J,台北市帆布商業同業公會,臺北市萬華區西藏路269巷9號,2723-3581,400901
379120000J,台北市遊藝場商業同業公會,臺北市萬華區西寧南路36號7樓之70,8982-5268,401002
379120000J,臺北市雜糧商業同業公會,臺北市大同區民生西路290號6樓,2552-7576、2552-2776,411022
379120000J,臺北市度量衡商業同業公會,臺北市大同區重慶北路二段33號6樓,2558-2520,411222
379120000J,臺北市食油商業同業公會,臺北市中山區南京東路二段72號6樓,2563-0700;2542-6366轉16或23,420511
